排名,账号,类型,粉丝,均赞,最高赞,赞粉比,量级分层,赛道出现次数,美妆占比,爆款率,怎么用,命中关键词,最有代表性的一条
634,董思玗(晓菲姐家的小宝),达人号,5865992,48640.0,48640.0,0.0083,头部,1,,,,面霜,48640.0赞 小宝：你们说我姐是不是更像董张飞了？！#董黛玉 #戏精宝宝 #萌娃 #海龟爸爸小蓝瓶 #青少年面霜
635,黄政贤,达人号,1149429,10804.0,10804.0,0.0094,头部,1,,,,抗老/胜肽/面霜,10804.0赞 胜肽种类越多≠越厉害，浓度也不是全部，这点很少有人讲透#敏感肌 #护肤 #抗老 #面霜
636,徐艺洋,达人号,7081312,63001.0,63001.0,0.0089,头部,1,,,,洗面奶,63001.0赞 又是超高能量的一天~#rnw洗面奶
637,报姐唠唠,达人号,2418480,18391.0,18391.0,0.0076,头部,1,,,,抗皱面霜/面霜,18391.0赞 欧美明星富豪集体回春？为变年轻都各种上手段？ #商业#抗皱#抗皱面霜#敏感肌#谷雨银飞碟面霜
638,子轩成分测评,达人号,1249969,8695.0,8695.0,0.007,头部,1,,,,面霜,8695.0赞 实验室实测！青少年到底应该怎么选择祛痘产品？#袋鼠妈妈苦丁茶祛痘面霜 #油痘肌 #祛痘 #青春期护肤
639,魏哲鸣Miles,达人号,3389099,22373.0,22373.0,0.0066,头部,1,,,,水乳,22373.0赞 滴滴滴！快接我的视频通话，邀请你一起用#丸美四抗水乳 ，把透亮发光肌焊在脸上！#魏哲鸣丸美品牌心动代言人 #丸美
640,偹爷（苏贝娅）,达人号,1801534,11422.0,11422.0,0.0063,头部,1,,,,面膜,11422.0赞 你的自卑不是束缚我的理由 #慕拉得超升小脸弹面膜 #潮妆研究所 #爱的头等小事  #剧情#一人分饰多角
641,李多海,达人号,1978959,14051.0,14051.0,0.0071,头部,1,,,,面膜,"14051.0赞 愚园路citywalk｜李多海给韩国朋友准备的中国伴手礼！ 最近好多韩国朋友来上海玩，都很喜欢这里。

大家大多打卡武康路、安福路，其实愚园路也藏着不少好逛的店。

 
今天来愚园路citywalk，挑选送给韩国朋友的伴手礼。

线下体验了谷雨黑飞碟面膜，不用额外搭配仪器，15分钟居家就可以完成护理。

体验感很不错，买两盒带回韩国送给朋友们。

 上海好店太多，每次来都忍不住买买买😭

#上海愚园路citywalk  #外国人在中国 
#谷雨黑飞碟面膜 #抗皱涂抹面膜"
642,Nicole王若晰的日常,达人号,3286027,15844.0,15844.0,0.0048,头部,1,,,,面霜,15844.0赞 马上过节了，阿英儿子二次入伍双喜临门，乐乐下厨晚上和Simon、荣哥节前团聚下#记录真实生活#兰蔻塑颜精雕面霜
643,浩会整,达人号,1406647,7642.0,7642.0,0.0054,头部,1,,,,面霜,7642.0赞 油敏皮晒后修护、换季维稳的面霜答卷#玉泽#全国皮肤屏障专业峰会#抖音商城超级品牌日 #抖音超级品牌日  #抖音超品活动
644,乌米白,达人号,1461996,7930.0,7930.0,0.0054,头部,1,,,,面膜,7930.0赞 孩子半岁，肉眼可见的轻松了好多！  #海外生活 #带娃#谷雨黑飞碟面膜 #抗皱涂抹面膜
645,詹白白,达人号,1708993,7605.0,7605.0,0.0044,头部,1,,,,面膜,7605.0赞 终于遇到了一个聪明面罩 全脸统一正式退出我的人生！！#护肤  #CurrentBody3代面膜仪#CB面膜仪3代 #CB面膜仪
646,张卜睿berry,达人号,2035725,8753.0,8753.0,0.0043,头部,1,,,,抗老,8753.0赞 国庆再也不想人挤人了！都来这充充电#国庆 #旅游 #兰蔻菁纯MD凝时精华 #兰蔻菁纯MD精华 #抗老
647,皮晶晶,达人号,1066194,2905.0,2905.0,0.0027,头部,1,,,,精华液,2905.0赞 欢迎收看我美美后怎么护理的vlog！ #美美日记  #优斐斯氨甲环酸精华液#碎碎念护肤
648,哦王小明（9月20号中午12点抗老上新场,达人号,3017689,4346.0,4346.0,0.0014,头部,1,,,,抗老/面霜,4346.0赞 这期攒了好几年！超有品的抗老护肤品合集！ 不骗你～ #抗老 #精华 #面霜 #护肤 #变美 9.20号12:00，我们不见不散哦～
649,少女总裁,达人号,3181168,6923.0,6923.0,0.0022,头部,1,,,,面霜,6923.0赞 一个宝宝霜的成人缘怎么能好成这样？ #儿童面霜  #贝德美  #护肤  #修护
650,李纯chun,达人号,1034772,1245.0,1245.0,0.0012,头部,1,,,,面霜,1245.0赞 超好用的换季面霜被我找到啦～ #儿童面霜  #贝德美
651,任小娜（周六晚七点直播！！,达人号,2005623,4191.0,4191.0,0.0021,头部,1,,,,面霜,4191.0赞 国庆出门玩，这些东西别忘记！ #好物推荐🔥 #好物#谷雨美白油霜 #面霜
652,陈彦妃,达人号,9337336,22533.0,22533.0,0.0024,头部,1,,,,面霜,22533.0赞 当我们把【非遗拓染礼服】穿入马尔代夫，9岁的大娃鼓起勇气，向异国友人传递华夏美学！#陈彦妃的vlog#海龟爸爸蓝胖子特护霜#儿童面霜
653,大宋宋Tiffany,达人号,1065130,1398.0,1398.0,0.0013,头部,1,,,,面霜,1398.0赞 把自己养好，是一件长期主义的事 #保养  #悦薇胶原炮面霜  #护肤 #资生堂悦薇胶原炮面霜 #悦薇面霜
654,何泓姗VivaHo,达人号,2334959,5340.0,5340.0,0.0023,头部,1,,,,水乳,5340.0赞 长期带妆拍戏，演员护肤主打一个修护维稳！ #可复美胶原水乳
655,小王子本人,达人号,1294905,2609.0,2609.0,0.002,头部,1,,,,水乳,2609.0赞 是真的！少喝两杯奶茶就能买到一套水乳！ #平价护肤品#清仓捡漏#护肤好物
656,演员 李洋,达人号,1018032,2619.0,2619.0,0.0026,头部,1,,,,眼霜,2619.0赞 拍戏这些年最耗的就是眼周，女演员眼部保养 经验分享#优时颜微笑眼霜 #眼部护理 #眼霜推荐
657,雨露,达人号,1005431,1367.0,1367.0,0.0014,头部,1,,,,眼霜,1367.0赞 自用推荐，这款眼霜可好用了#眼霜推荐#好物推荐#护肤分享
658,小雨和雄大,达人号,4577398,5592.0,5592.0,0.0012,头部,1,,,,水杨酸/洗面奶,5592.0赞 比妻管严更可怕的是妻不管吗？#中日情侣 #妻不管#适乐肤洗面奶#洗面奶推荐#适乐肤水杨酸洁面
659,予涵Hannah,达人号,1371735,4725.0,4725.0,0.0034,头部,1,,,,抗老,"4725.0赞 30岁高能量中女一日网球vlog
#海蓝之谜精萃水#海蓝之谜柔酸瓶精华#海蓝之谜油皮精萃水#抗老精华#网球"
660,陈莴笋,达人号,1392392,4392.0,4392.0,0.0032,头部,1,,,,护肤教程,4392.0赞 交老底瘪痘狠招！痘在我脸上真活不过几小时.... #祛痘#悦芙媞点痘精华#悦芙媞修红精华#悦芙媞修痘cp#护肤教程
661,电商派,达人号,1087315,1547.0,1547.0,0.0014,头部,1,,,,美妆博主,1547.0赞 千万粉丝博主“姜乘澜”回归直播首秀位列带货总榜第一，此前被判赔偿1119万余元，限制高消费。#姜乘澜 #程十安 #网红 #美妆博主 #电商直播
662,喜东东,达人号,1550639,502.0,502.0,0.0003,头部,1,,,,精华液,502.0赞 丈夫的容貌，妻子的荣耀#优斐斯氨甲环酸精华液
663,一只霹雳文⚡️,达人号,1358021,1242.0,1242.0,0.0009,头部,1,,,,面霜,1242.0赞 10秒垮脸自测！你到底垮到了什么程度 #资生堂悦薇胶原炮面霜#悦薇胶原炮面霜#悦薇面霜#测评#面霜
664,王若顿,达人号,2774055,1550.0,1550.0,0.0006,头部,1,,,,面霜,1550.0赞 去年在新加坡实验室和研发对话，今天我们去看看一瓶面霜是怎么做出来的吧！
665,测评员周周,达人号,1695165,1903.0,1903.0,0.0011,头部,1,,,,面霜,1903.0赞 从成分表查到学术文献，被官方点名的婴幼儿面霜，到底凭什么?#松达秋冬屏实力特护#松达标准之上特护为安
666,毛八岁,达人号,1282532,786.0,786.0,0.0006,头部,1,,,,面霜,786.0赞 已经有预感能度过一个稳稳的秋冬了～#护肤分享 #干敏好物 #贝德美 #儿童面霜 #贝德美蓝甘菊精华霜
667,元梦妈妈,达人号,3056431,3442.0,3442.0,0.0011,头部,1,,,,面霜,3442.0赞 这两天劳动的意义在我这儿正是坍塌状态，但今天是非常好的玻色因面霜，所以我来了。#元梦妈妈
668,Alice-然,达人号,5132078,824.0,824.0,0.0002,头部,1,,,,抗老/面霜,824.0赞 争气的女人就是这样散发着光的！！！！#爽文 #抗老 #兰蔻菁纯面霜
669,白白叶叶☀️,达人号,3058061,1992.0,1992.0,0.0007,头部,1,,,,抗老/面霜,1992.0赞 太久没有用到 这么好用的抗老面霜了！#白白叶叶
670,傲娇美77,达人号,1469602,842.0,842.0,0.0006,头部,1,,,,水乳,842.0赞 没错我拥有了一个新身份！水乳共创合伙人！感谢姐妹们的一路支持，是大家给予我和大水滴的肯定，让我们一起开启新的篇章！#换季护肤刚需 #水乳分享
671,复旦博士宇光,专业号,2896606,643.0,643.0,0.0002,头部,1,,,,抗老/水乳,643.0赞 造神式营销看腻了？直接上皮肤超声硬核对账 #好皮肤养成记 #安利一个护肤品 #抗老#欧莱雅复颜燕窝酸水乳 #燕窝酸
672,都市现场,达人号,13592672,2140.0,2140.0,0.0002,头部,1,,,,防晒霜,2140.0赞 #媒体原创  “高圆圆把防晒霜剪了带出门”上热搜。直接把防晒霜剪开分装随身带，街头随时可以补涂。#高圆圆把防晒霜剪了带出门  #高圆圆  #出游装东西妙招
673,森妮夫妇,达人号,1604137,1298.0,1298.0,0.0008,头部,1,,,,面膜,1298.0赞 好的婚姻，就是有人把你的不安放在心上 #夫妻日常 #慕拉得超升小脸弹面膜 #潮妆研究所 #爱的头等小事
674,名新娱乐,达人号,4206025,4511.0,4511.0,0.0011,头部,1,,,,面膜,4511.0赞 小猫：吃饭呢怎么做上面膜了 #小猫 #抽象 #表情包 #可爱 #万万没想到
675,小萝卜heidi（月子中,达人号,1382572,695.0,695.0,0.0005,头部,1,,,,面膜,695.0赞 满月趴vlog｜ENTJ当了妈妈，标准又上新高度 #好奇奢金屁屁面膜裤#好奇屁屁面膜纸尿裤#好奇屁屁面膜#好奇纸尿裤
676,美co在韩国🇰🇷,达人号,3183212,575.0,575.0,0.0002,头部,1,,,,面膜,575.0赞 皮肤变好第一步，把脸洗干净，清洁做到位 没有死皮角质 黑头粉刺，皮肤吸收更好了，自然就变漂亮了 #美co在韩国  #护肤 #清洁 #洁面  #面膜
677,陈尤礼yeah,达人号,2694327,601.0,601.0,0.0002,头部,1,,,,水杨酸/洗面奶,601.0赞 去油和假滑的洁面统统不可取！懒得做功课的油皮直接抄作业吧#油皮#油痘肌#适乐肤水杨酸洁面#洗面奶推荐
678,马宝儿,达人号,9297842,9042.0,9042.0,0.001,头部,1,,,,身体乳,9042.0赞 喜欢是可以控制的吗#沉浸式化妆 #御姐 #海妖风 #OLAY超白瓶身体乳
679,蔡磊破冰驿站,达人号,5866616,564.0,564.0,0.0001,头部,1,,,,身体乳,564.0赞 多芬大白碗保湿润肤身体乳 #多芬 #身体乳 #好物分享 @蔡磊
680,OK不蟹（山野遛娃版）,达人号,1172009,1170.0,1170.0,0.001,头部,1,,,,身体乳,1170.0赞 成为妈妈后的晚间自愈套餐，靠它逐渐找回自己#依泉C8特润霜#依泉特润霜 #依泉身体乳#修护从依泉开始#身体乳
681,吴雅婷Iris,达人号,3000259,2727.0,2727.0,0.0009,头部,1,,,,身体乳,2727.0赞 和依泉的这次合作，也是一次全新的尝试。谢谢你们一直都在#依泉C8特润霜#依泉特润霜#依泉身体乳#修护从依泉开始
682,控球后卫FM,达人号,1208128,547.0,547.0,0.0005,头部,1,,,,烟酰胺,547.0赞 安静的去做，直到成功！#自律#逆袭#烟酰胺
683,福建肯哥,达人号,3783200,524.0,524.0,0.0001,头部,1,,,,烟酰胺,524.0赞 #烟酰胺香水沐浴露 #洗澡持久留香 #舒缓滋润保湿
684,胡云峰主任,达人号,4512050,736.0,736.0,0.0002,头部,1,,,,痘印,736.0赞 脸上痘坑粉底都盖不住，老胡教你两招正确预防和处理！#痘坑 #痘印 #挤痘 #科普 #皮肤损伤怎么办
685,快乐一家人，,达人号,1746471,823.0,823.0,0.0005,头部,1,,,,皮肤暗沉,823.0赞 忙完一天的工作。轻轻哼上一首歌。秋天来了，皮肤干，皮肤黄皮肤，皮肤暗沉，没有光泽的。龙血膏提亮肤色，改善皮肤暗黄，补水，滋润养肤，越用皮肤越好。喜欢的姐妹千万不要错过，真心好用。今天拍下的很划算，到手四瓶。
686,王世宁医生,专业号,5292255,3078.0,3078.0,0.0006,头部,1,,,,闭口粉刺,3078.0赞 8种常见皮肤问题，医生告诉你如何处理 #樱桃状血管瘤 #脂肪瘤 #闭口粉刺 #医学科普 #抖出健康知识宝藏
687,北京卫视我是大医生,专业号,4494698,563.0,563.0,0.0001,头部,1,,,,皮肤管理,563.0赞 洗澡搓出来的黑泥到底是什么？你知道吗 #健康科普 #搓澡 #生活小常识 #冷知识#皮肤管理
688,逐浪新闻,达人号,28830593,4010.0,4010.0,0.0001,头部,1,,,,美妆博主,4010.0赞 千万粉丝美妆博主张凯毅，于9月19日在个人账号宣布与丈夫张煜东离婚，孩子抚养权归自己，加上冷静期已分开近三个月。 张凯毅坦言，并非单一一方的问题，坦言“高估了自己，低估了柴米油盐对生活的打磨”，她表示虽有遗憾但从不后悔成为母亲，接下来会把重心放在孩子与事业上。 回顾两人的感情轨迹，发展速度曾令人关注。
